query_id,query_num,found_query,gt_rows,pred_rows,F1-Cell,Cardinality,Tuple Constr.,AVG-Score,tokens,time_s,dataset,model_folder,model,method,method_label,run_id,run_num,category,query_label,pred_dir
query40,40,1,1,0,0.0,0.0,0.0,0.0,2114.0,10.356471727020107,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query41,41,1,3,2,0.5714285714285715,0.6666666666666666,0.0,0.41269841269841273,1360.0,4.80199718195945,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query42,42,1,5,3,0.8,0.6,0.2,0.5333333333333333,1166.0,6.83348533208482,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query43,43,1,5,5,0.5882352941176471,1.0,0.0,0.5294117647058824,2108.0,8.244681203970686,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query44,44,1,11,10,0.7829181494661921,0.9090909090909091,0.0,0.5640030195190336,2496.0,9.95286471885629,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query45,45,1,10,11,0.8029197080291971,0.9090909090909091,0.0,0.570670205706702,2672.0,10.694829970831051,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query46,46,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,2682.0,12.252051705960184,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query47,47,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,2678.0,11.176937100011855,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query48,48,1,11,11,0.8148148148148148,1.0,0.0,0.6049382716049383,2663.0,10.43126903497614,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query49,49,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,2711.0,9.833616448100656,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query50,50,1,11,10,0.7829181494661921,0.9090909090909091,0.0,0.5640030195190336,2481.0,8.787996623897925,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_2,2,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_2/nobel_prizes
query1,1,1,1,1,1.0,1.0,1.0,1.0,776.0,2.617312913062051,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query2,2,1,1,2,1.0,0.5,1.0,0.8333333333333334,974.0,3.2577367268968374,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query3,3,1,2,2,1.0,1.0,1.0,1.0,962.0,2.7000164811033756,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query4,4,1,1,1,1.0,1.0,1.0,1.0,794.0,3.4873666509520262,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query5,5,1,1,1,1.0,1.0,1.0,1.0,796.0,3.3180247550481,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query6,6,1,1,1,1.0,1.0,1.0,1.0,784.0,2.888711896026507,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query7,7,1,1,1,1.0,1.0,1.0,1.0,798.0,3.3616344860056415,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query8,8,1,1,1,1.0,1.0,1.0,1.0,800.0,2.0954634840600193,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query9,9,1,1,1,1.0,1.0,1.0,1.0,780.0,2.409727252088487,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query10,10,1,2,2,1.0,1.0,1.0,1.0,962.0,3.860967501066625,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query11,11,1,11,0,0.0,0.0,0.0,0.0,2523.0,10.747004179982468,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query12,12,1,12,0,0.0,0.0,0.0,0.0,4421.0,24.286583629029337,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query13,13,1,13,0,0.0,0.0,0.0,0.0,3638.0,18.46143318898976,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query14,14,1,11,0,0.0,0.0,0.0,0.0,3646.0,24.034824702015612,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query15,15,1,12,0,0.0,0.0,0.0,0.0,2320.0,12.578244229021948,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query16,16,1,8,0,0.0,0.0,0.0,0.0,3246.0,15.521738662035204,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query17,17,1,10,0,0.0,0.0,0.0,0.0,2504.0,13.148339097038843,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query18,18,1,5,0,0.0,0.0,0.0,0.0,2549.0,13.2214303270448,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query19,19,1,3,0,0.0,0.0,0.0,0.0,2535.0,11.920926799997687,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query20,20,1,6,0,0.0,0.0,0.0,0.0,3146.0,19.180394324008375,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query21,21,1,1,1,0.0,1.0,0.0,0.3333333333333333,1375.0,5.83651885506697,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query22,22,1,1,1,0.0,1.0,0.0,0.3333333333333333,1370.0,7.996462914859876,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query23,23,1,1,1,0.0,1.0,0.0,0.3333333333333333,1216.0,4.642648973036557,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query24,24,1,1,1,0.0,1.0,0.0,0.3333333333333333,1415.0,5.565628799842671,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query25,25,1,1,1,0.0,1.0,0.0,0.3333333333333333,1205.0,4.483964489074424,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query26,26,1,1,1,0.0,1.0,0.0,0.3333333333333333,1424.0,5.676631874870509,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query27,27,1,1,1,0.0,1.0,0.0,0.3333333333333333,1483.0,6.203332548029721,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query28,28,1,1,1,0.0,1.0,0.0,0.3333333333333333,1244.0,4.6992231691256166,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query29,29,1,1,1,0.0,1.0,0.0,0.3333333333333333,1439.0,6.6362399000208825,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query30,30,1,1,1,0.0,1.0,0.0,0.3333333333333333,1187.0,4.874799225013703,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query31,31,1,1,0,0.0,0.0,0.0,0.0,2148.0,10.310933152970392,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query32,32,1,4,0,0.0,0.0,0.0,0.0,2306.0,14.821355791005772,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query33,33,1,4,0,0.0,0.0,0.0,0.0,2316.0,13.04154429398477,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query34,34,1,1,0,0.0,0.0,0.0,0.0,2120.0,9.410819182987325,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query35,35,1,1,0,0.0,0.0,0.0,0.0,2114.0,9.716008705960121,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query36,36,1,1,0,0.0,0.0,0.0,0.0,2167.0,9.728205059014726,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query37,37,1,1,0,0.0,0.0,0.0,0.0,2181.0,10.176839974999893,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query38,38,1,1,0,0.0,0.0,0.0,0.0,2177.0,11.431529983994551,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query39,39,1,1,0,0.0,0.0,0.0,0.0,2161.0,10.914624081982765,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query40,40,1,1,0,0.0,0.0,0.0,0.0,2163.0,8.832114813965745,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query41,41,1,3,0,0.0,0.0,0.0,0.0,16984.0,122.06816450902261,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query42,42,1,5,3,0.8,0.6,0.2,0.5333333333333333,1166.0,4.099521009949967,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query43,43,1,5,5,0.5882352941176471,1.0,0.0,0.5294117647058824,2108.0,7.989800894865766,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query44,44,1,11,10,0.7829181494661921,0.9090909090909091,0.0,0.5640030195190336,2474.0,10.6144353908021,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query45,45,1,10,11,0.8029197080291971,0.9090909090909091,0.0,0.570670205706702,2653.0,12.606262149987742,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query46,46,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,2672.0,11.58500967710279,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query47,47,1,11,10,0.7829181494661921,0.9090909090909091,0.0,0.5640030195190336,2504.0,10.572631295071915,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query48,48,1,11,11,0.8148148148148148,1.0,0.0,0.6049382716049383,2663.0,10.955601861933246,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query49,49,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,2697.0,10.487365558044985,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query50,50,1,11,6,0.7630057803468208,0.5454545454545454,0.0,0.4361534419337887,1738.0,6.7445548318792135,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_3,3,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_3/nobel_prizes
query1,1,1,1,1,1.0,1.0,1.0,1.0,778.0,2.6810645940713584,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query2,2,1,1,2,1.0,0.5,1.0,0.8333333333333334,974.0,3.36372426408343,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query3,3,1,2,2,1.0,1.0,1.0,1.0,962.0,2.4790049369912595,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query4,4,1,1,1,1.0,1.0,1.0,1.0,796.0,2.2664797550532967,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query5,5,1,1,1,1.0,1.0,1.0,1.0,806.0,4.154587180004455,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query6,6,1,1,1,1.0,1.0,1.0,1.0,784.0,2.3994913608767092,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query7,7,1,1,1,1.0,1.0,1.0,1.0,798.0,2.443016321049072,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query8,8,1,1,1,1.0,1.0,1.0,1.0,800.0,1.6230374148581177,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query9,9,1,1,1,1.0,1.0,1.0,1.0,778.0,2.5287177809514105,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query10,10,1,2,2,1.0,1.0,1.0,1.0,970.0,3.632036419818178,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query11,11,1,11,0,0.0,0.0,0.0,0.0,2476.0,11.581417838984635,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query12,12,1,12,0,0.0,0.0,0.0,0.0,4372.0,21.892914027965162,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
query13,13,1,13,0,0.0,0.0,0.0,0.0,3687.0,21.951626905996818,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,galois_a,GaloisA,run_4,4,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/galois_a/run_4/nobel_prizes
